Index,X (m),Y (m),Z (m),Distance (m),Power (dBm),Phase (deg)
1002,-7.75181,-9.61356,2.5,20.9794,-91.4735,64.2029
1003,-7.25181,-9.61356,2.5,20.8072,-94.2316,-58.2305
1004,-6.75181,-9.61356,2.5,20.6457,-98.1153,-19.2565
1005,-6.25181,-9.61356,2.5,20.4951,-106.265,143.162
1006,-5.75181,-9.61356,2.5,20.3556,-107.593,-117.177
1007,-5.25181,-9.61356,2.5,20.2276,-102.241,82.3088
1008,-4.75181,-9.61356,2.5,20.1112,-83.4741,-178.386
1009,-4.25181,-9.61356,2.5,20.0066,-80.283,-48.5534
1010,-3.75181,-9.61356,2.5,19.914,-80.9569,107.827
1011,-3.25181,-9.61356,2.5,19.8336,-82.2926,-125.581
1012,-2.75181,-9.61356,2.5,19.7655,-84.8315,46.7395
1013,-2.25181,-9.61356,2.5,19.7099,-80.4988,-158.082
1014,-1.75181,-9.61356,2.5,19.6668,-84.8177,33.0403
1015,-1.25181,-9.61356,2.5,19.6364,-85.3842,-175.39
1016,-0.751808,-9.61356,2.5,19.6186,-79.1962,-39.7928
1017,-0.251808,-9.61356,2.5,19.6136,-81.1239,92.9476
1018,0.248192,-9.61356,2.5,19.6214,-78.7977,-110.526
1019,0.748192,-9.61356,2.5,19.6419,-83.3294,-0.88959
1020,1.24819,-9.61356,2.5,19.675,-82.244,123.108
1021,1.74819,-9.61356,2.5,19.7208,-79.7547,-83.9988
1022,2.24819,-9.61356,2.5,19.7791,-79.2687,20.385
1023,2.74819,-9.61356,2.5,19.8499,-81.5886,156.792
1024,3.24819,-9.61356,2.5,19.9329,-80.9301,-104.379
1025,3.74819,-9.61356,2.5,20.0281,-80.0581,28.1516
1026,4.24819,-9.61356,2.5,20.1353,-79.3584,-176.954
1027,4.74819,-9.61356,2.5,20.2542,-82.5373,-7.10259
1028,5.24819,-9.61356,2.5,20.3847,-79.4012,-151.428
1029,5.74819,-9.61356,2.5,20.5266,-85.1217,-90.4057
1030,6.24819,-9.61356,2.5,20.6796,-103.485,-121.901
1031,6.74819,-9.61356,2.5,20.8434,-88.9432,82.5621
1032,7.24819,-9.61356,2.5,21.0179,-81.7141,63.5843
1033,7.74819,-9.61356,2.5,21.2027,-101.47,-60.3735
1034,8.24819,-9.61356,2.5,21.3977,-83.39,18.3394
1035,8.74819,-9.61356,2.5,21.6024,-88.0929,155.03
1036,9.24819,-9.61356,2.5,21.8167,-250.0,0.0
1037,-27.2518,-9.11356,2.5,33.0367,-250.0,0.0
1038,-26.7518,-9.11356,2.5,32.6302,-250.0,0.0
1039,-26.2518,-9.11356,2.5,32.2262,-250.0,0.0
1040,-25.7518,-9.11356,2.5,31.8251,-250.0,0.0
1041,-25.2518,-9.11356,2.5,31.4267,-114.539,152.711
1042,-24.7518,-9.11356,2.5,31.0313,-250.0,0.0
1043,-24.2518,-9.11356,2.5,30.639,-110.417,125.4
1044,-23.7518,-9.11356,2.5,30.2498,-108.926,-91.7587
1045,-23.2518,-9.11356,2.5,29.8639,-250.0,0.0
1046,-22.7518,-9.11356,2.5,29.4815,-106.756,145.211
1047,-22.2518,-9.11356,2.5,29.1026,-106.001,-121.345
1048,-21.7518,-9.11356,2.5,28.7274,-250.0,0.0
1049,-21.2518,-9.11356,2.5,28.3561,-105.043,13.7453
1050,-20.7518,-9.11356,2.5,27.9888,-104.824,54.7035
1051,-20.2518,-9.11356,2.5,27.6257,-104.781,77.4762
1052,-19.7518,-9.11356,2.5,27.2668,-104.924,81.7182
1053,-19.2518,-9.11356,2.5,26.9125,-105.275,67.0875
1054,-18.7518,-9.11356,2.5,26.5629,-103.707,40.1477
1055,-18.2518,-9.11356,2.5,26.2182,-106.752,-20.1231
1056,-17.7518,-9.11356,2.5,25.8785,-109.873,-94.2213
1057,-17.2518,-9.11356,2.5,25.5441,-126.453,-27.2867
1058,-16.7518,-9.11356,2.5,25.2152,-111.835,65.0187
1059,-16.2518,-9.11356,2.5,24.8919,-115.937,-79.3392
1060,-15.7518,-9.11356,2.5,24.5746,-106.886,113.401
1061,-15.2518,-9.11356,2.5,24.2635,-110.906,-138.459
1062,-14.7518,-9.11356,2.5,23.9587,-111.991,-112.461
1063,-14.2518,-9.11356,2.5,23.6606,-112.289,99.2224
1064,-13.7518,-9.11356,2.5,23.3694,-103.938,-48.4162
1065,-13.2518,-9.11356,2.5,23.0853,-109.146,57.4151
1066,-12.7518,-9.11356,2.5,22.8087,-105.447,40.4355
1067,-12.2518,-9.11356,2.5,22.5397,-110.109,-6.9543
1068,-11.7518,-9.11356,2.5,22.2787,-107.787,58.5479
1069,-11.2518,-9.11356,2.5,22.026,-110.305,58.799
1070,-10.7518,-9.11356,2.5,21.7819,-113.627,40.3886
1071,-10.2518,-9.11356,2.5,21.5466,-98.0596,151.929
1072,-9.75181,-9.11356,2.5,21.3204,-98.6568,-145.673
1073,-9.25181,-9.11356,2.5,21.1036,-101.766,103.479
1074,-8.75181,-9.11356,2.5,20.8965,-107.802,168.31
1075,-8.25181,-9.11356,2.5,20.6995,-90.5967,17.4988
1076,-7.75181,-9.11356,2.5,20.5128,-92.3987,51.6448
1077,-7.25181,-9.11356,2.5,20.3366,-93.8854,-120.094
1078,-6.75181,-9.11356,2.5,20.1713,-98.2972,-142.666
1079,-6.25181,-9.11356,2.5,20.0171,-102.334,-27.3192
1080,-5.75181,-9.11356,2.5,19.8743,-104.404,85.6915
1081,-5.25181,-9.11356,2.5,19.7432,-101.778,147.324
1082,-4.75181,-9.11356,2.5,19.6239,-82.2672,174.665
1083,-4.25181,-9.11356,2.5,19.5167,-80.1592,36.3472
1084,-3.75181,-9.11356,2.5,19.4217,-79.5089,-116.706
1085,-3.25181,-9.11356,2.5,19.3393,-80.7973,118.226
1086,-2.75181,-9.11356,2.5,19.2695,-79.4212,-52.953
1087,-2.25181,-9.11356,2.5,19.2124,-78.9532,159.667
1088,-1.75181,-9.11356,2.5,19.1682,-85.0467,-4.82498
1089,-1.25181,-9.11356,2.5,19.137,-84.7938,-175.413
1090,-0.751808,-9.11356,2.5,19.1188,-79.64,-34.196
1091,-0.251808,-9.11356,2.5,19.1136,-82.5109,108.793
1092,0.248192,-9.11356,2.5,19.1216,-78.8247,-107.245
1093,0.748192,-9.11356,2.5,19.1426,-83.0988,-5.78339
1094,1.24819,-9.11356,2.5,19.1766,-80.4087,95.2922
1095,1.74819,-9.11356,2.5,19.2236,-83.0338,-144.215
1096,2.24819,-9.11356,2.5,19.2834,-83.0517,-70.2663
1097,2.74819,-9.11356,2.5,19.356,-81.3341,-35.2139
1098,3.24819,-9.11356,2.5,19.4411,-83.801,11.5054
1099,3.74819,-9.11356,2.5,19.5387,-79.783,90.8911
1100,4.24819,-9.11356,2.5,19.6486,-83.9567,166.414
1101,4.74819,-9.11356,2.5,19.7704,-87.7156,-59.4853
1102,5.24819,-9.11356,2.5,19.9041,-89.7521,23.305
1103,5.74819,-9.11356,2.5,20.0494,-95.1215,-69.5121
1104,6.24819,-9.11356,2.5,20.206,-91.027,-108.485
1105,6.74819,-9.11356,2.5,20.3736,-89.3263,47.2444
1106,7.24819,-9.11356,2.5,20.5521,-90.9916,-151.951
1107,7.74819,-9.11356,2.5,20.7411,-83.1793,-10.0214
1108,8.24819,-9.11356,2.5,20.9403,-92.7958,87.2207
1109,8.74819,-9.11356,2.5,21.1495,-89.5447,-69.3955
1110,9.24819,-9.11356,2.5,21.3683,-250.0,0.0
1111,-27.2518,-8.61356,2.5,32.75,-250.0,0.0
1112,-26.7518,-8.61356,2.5,32.3398,-128.514,-166.581
1113,-26.2518,-8.61356,2.5,31.9322,-114.137,-13.6602
1114,-25.7518,-8.61356,2.5,31.5273,-111.989,157.219
1115,-25.2518,-8.61356,2.5,31.1251,-250.0,0.0
1116,-24.7518,-8.61356,2.5,30.7259,-108.834,92.8149
1117,-24.2518,-8.61356,2.5,30.3296,-250.0,0.0
1118,-23.7518,-8.61356,2.5,29.9364,-106.77,-35.3407
1119,-23.2518,-8.61356,2.5,29.5464,-106.052,55.8466
1120,-22.7518,-8.61356,2.5,29.1598,-250.0,0.0
1121,-22.2518,-8.61356,2.5,28.7767,-105.147,-172.909
1122,-21.7518,-8.61356,2.5,28.3972,-104.946,-133.519
1123,-21.2518,-8.61356,2.5,28.0215,-250.0,0.0
1124,-20.7518,-8.61356,2.5,27.6498,-105.067,-108.878
1125,-20.2518,-8.61356,2.5,27.2821,-105.423,-124.292
1126,-19.7518,-8.61356,2.5,26.9187,-106.014,-158.633
1127,-19.2518,-8.61356,2.5,26.5598,-111.504,157.609
1128,-18.7518,-8.61356,2.5,26.2054,-108.123,74.6636
1129,-18.2518,-8.61356,2.5,25.8559,-119.594,115.295
1130,-17.7518,-8.61356,2.5,25.5114,-114.935,-137.753
1131,-17.2518,-8.61356,2.5,25.1721,-115.818,95.3535
1132,-16.7518,-8.61356,2.5,24.8383,-132.888,64.0048
1133,-16.2518,-8.61356,2.5,24.5101,-152.286,-93.7907
1134,-15.7518,-8.61356,2.5,24.1878,-122.038,106.208
1135,-15.2518,-8.61356,2.5,23.8716,-107.298,-136.024
1136,-14.7518,-8.61356,2.5,23.5617,-113.079,-116.079
1137,-14.2518,-8.61356,2.5,23.2585,-109.621,130.755
1138,-13.7518,-8.61356,2.5,22.9622,-106.242,-4.63931
1139,-13.2518,-8.61356,2.5,22.6731,-109.877,101.053
1140,-12.7518,-8.61356,2.5,22.3913,-111.992,-2.98285
1141,-12.2518,-8.61356,2.5,22.1173,-112.542,-116.591
1142,-11.7518,-8.61356,2.5,21.8513,-110.476,-86.8031
1143,-11.2518,-8.61356,2.5,21.5936,-112.885,-141.224
1144,-10.7518,-8.61356,2.5,21.3445,-115.221,132.958
1145,-10.2518,-8.61356,2.5,21.1043,-96.1434,120.022
1146,-9.75181,-8.61356,2.5,20.8733,-98.1969,-141.815
1147,-9.25181,-8.61356,2.5,20.6518,-101.229,140.173
1148,-8.75181,-8.61356,2.5,20.4402,-106.325,-103.81
1149,-8.25181,-8.61356,2.5,20.2387,-91.8356,36.7556
1150,-7.75181,-8.61356,2.5,20.0477,-92.3575,20.725
1151,-7.25181,-8.61356,2.5,19.8674,-95.7525,172.735
1152,-6.75181,-8.61356,2.5,19.6982,-100.579,115.179
1153,-6.25181,-8.61356,2.5,19.5402,-112.594,158.562
1154,-5.75181,-8.61356,2.5,19.3939,-103.569,-57.8682
1155,-5.25181,-8.61356,2.5,19.2595,-96.3811,-27.6762
1156,-4.75181,-8.61356,2.5,19.1372,-79.4018,169.29
1157,-4.25181,-8.61356,2.5,19.0273,-80.2855,107.746
1158,-3.75181,-8.61356,2.5,18.9299,-80.9549,11.0541
1159,-3.25181,-8.61356,2.5,18.8453,-80.4987,-70.1913
1160,-2.75181,-8.61356,2.5,18.7736,-80.9027,-132.18
1161,-2.25181,-8.61356,2.5,18.715,-79.8488,114.026
1162,-1.75181,-8.61356,2.5,18.6697,-84.0184,-44.1205
1163,-1.25181,-8.61356,2.5,18.6376,-84.2084,-177.204
1164,-0.751808,-8.61356,2.5,18.6189,-80.3455,-27.1651
1165,-0.251808,-8.61356,2.5,18.6136,-83.8849,130.27
1166,0.248192,-8.61356,2.5,18.6218,-79.1425,-103.724
1167,0.748192,-8.61356,2.5,18.6434,-82.8138,-13.3287
1168,1.24819,-8.61356,2.5,18.6783,-79.1666,68.2585
1169,1.74819,-8.61356,2.5,18.7265,-83.7161,114.992
1170,2.24819,-8.61356,2.5,18.7879,-80.9203,127.834
1171,2.74819,-8.61356,2.5,18.8624,-81.0866,174.995
1172,3.24819,-8.61356,2.5,18.9498,-81.1166,-176.428
1173,3.74819,-8.61356,2.5,19.0499,-78.3828,179.593
1174,4.24819,-8.61356,2.5,19.1625,-78.5906,169.155
1175,4.74819,-8.61356,2.5,19.2875,-78.5551,155.272
1176,5.24819,-8.61356,2.5,19.4245,-92.1402,29.7586
1177,5.74819,-8.61356,2.5,19.5733,-90.253,-108.457
1178,6.24819,-8.61356,2.5,19.7337,-92.7804,81.9305
1179,6.74819,-8.61356,2.5,19.9053,-88.4004,-109.994
1180,7.24819,-8.61356,2.5,20.0879,-99.4696,72.9576
1181,7.74819,-8.61356,2.5,20.2813,-84.3747,-13.7874
1182,8.24819,-8.61356,2.5,20.4849,-96.8438,69.008
1183,8.74819,-8.61356,2.5,20.6987,-81.9541,48.2292
1184,9.24819,-8.61356,2.5,20.9223,-250.0,0.0
1185,-27.2518,-8.11356,2.5,32.4684,-250.0,0.0
1186,-26.7518,-8.11356,2.5,32.0546,-111.746,-12.9541
1187,-26.2518,-8.11356,2.5,31.6434,-123.444,-125.198
1188,-25.7518,-8.11356,2.5,31.2347,-109.171,-76.878
1189,-25.2518,-8.11356,2.5,30.8287,-250.0,0.0
1190,-24.7518,-8.11356,2.5,30.4256,-106.789,143.781
1191,-24.2518,-8.11356,2.5,30.0253,-106.105,-127.227
1192,-23.7518,-8.11356,2.5,29.6281,-250.0,0.0
1193,-23.2518,-8.11356,2.5,29.234,-105.25,0.279374
1194,-22.7518,-8.11356,2.5,28.8432,-105.066,38.1457
1195,-22.2518,-8.11356,2.5,28.4558,-250.0,0.0
1196,-21.7518,-8.11356,2.5,28.072,-105.209,60.482
1197,-21.2518,-8.11356,2.5,27.6919,-105.569,44.3065
1198,-20.7518,-8.11356,2.5,27.3157,-250.0,0.0
1199,-20.2518,-8.11356,2.5,26.9435,-107.024,-44.3046
1200,-19.7518,-8.11356,2.5,26.5754,-108.238,-117.338
1201,-19.2518,-8.11356,2.5,26.2118,-250.0,0.0
1202,-18.7518,-8.11356,2.5,25.8527,-112.257,37.7633
1203,-18.2518,-8.11356,2.5,25.4983,-121.771,-118.529
1204,-17.7518,-8.11356,2.5,25.1489,-250.0,0.0
1205,-17.2518,-8.11356,2.5,24.8047,-128.354,-112.783
1206,-16.7518,-8.11356,2.5,24.4658,-123.365,-77.0952
1207,-16.2518,-8.11356,2.5,24.1326,-117.184,65.5032
1208,-15.7518,-8.11356,2.5,23.8051,-149.801,-30.8204
1209,-15.2518,-8.11356,2.5,23.4838,-108.335,-129.357
1210,-14.7518,-8.11356,2.5,23.1688,-111.912,-47.1949
1211,-14.2518,-8.11356,2.5,22.8604,-114.307,103.376
1212,-13.7518,-8.11356,2.5,22.5588,-102.921,26.5886
1213,-13.2518,-8.11356,2.5,22.2644,-102.575,91.5941
1214,-12.7518,-8.11356,2.5,21.9774,-107.107,47.4996
1215,-12.2518,-8.11356,2.5,21.6982,-115.505,119.392
1216,-11.7518,-8.11356,2.5,21.427,-116.009,-46.4743
1217,-11.2518,-8.11356,2.5,21.1641,-117.572,-115.503
1218,-10.7518,-8.11356,2.5,20.9099,-122.082,148.546
1219,-10.2518,-8.11356,2.5,20.6646,-142.01,146.44
1220,-9.75181,-8.11356,2.5,20.4287,-97.6891,-145.526
1221,-9.25181,-8.11356,2.5,20.2023,-100.537,176.723
1222,-8.75181,-8.11356,2.5,19.986,-104.285,-27.5165
1223,-8.25181,-8.11356,2.5,19.7798,-91.5179,36.8771
1224,-7.75181,-8.11356,2.5,19.5843,-93.0475,-11.5638
1225,-7.25181,-8.11356,2.5,19.3997,-95.4379,89.062
1226,-6.75181,-8.11356,2.5,19.2264,-98.5399,-18.9926
1227,-6.25181,-8.11356,2.5,19.0646,-106.112,58.6971
1228,-5.75181,-8.11356,2.5,18.9146,-107.896,136.107
1229,-5.25181,-8.11356,2.5,18.7767,-103.353,132.819
1230,-4.75181,-8.11356,2.5,18.6513,-81.6013,143.154
1231,-4.25181,-8.11356,2.5,18.5384,-80.8892,163.13
1232,-3.75181,-8.11356,2.5,18.4385,-83.2376,145.01
1233,-3.25181,-8.11356,2.5,18.3516,-82.3838,151.708
1234,-2.75181,-8.11356,2.5,18.278,-82.675,84.3625
1235,-2.25181,-8.11356,2.5,18.2178,-83.0335,48.3144
1236,-1.75181,-8.11356,2.5,18.1712,-82.2642,-79.7412
1237,-1.25181,-8.11356,2.5,18.1383,-83.6531,179.323
1238,-0.751808,-8.11356,2.5,18.1191,-81.2561,-17.912
1239,-0.251808,-8.11356,2.5,18.1136,-84.3428,156.602
1240,0.248192,-8.11356,2.5,18.122,-79.476,-99.3024
1241,0.748192,-8.11356,2.5,18.1442,-82.4635,-21.5825
1242,1.24819,-8.11356,2.5,18.1801,-78.586,40.1881
1243,1.74819,-8.11356,2.5,18.2296,-80.1042,26.3993
1244,2.24819,-8.11356,2.5,18.2927,-78.0102,38.5387
1245,2.74819,-8.11356,2.5,18.3692,-77.2852,-0.70299
1246,3.24819,-8.11356,2.5,18.4589,-80.2677,-47.7917
1247,3.74819,-8.11356,2.5,18.5616,-80.6734,-128.825
1248,4.24819,-8.11356,2.5,18.6772,-82.4421,142.507
1249,4.74819,-8.11356,2.5,18.8054,-79.3044,30.2732
1250,5.24819,-8.11356,2.5,18.9459,-88.438,-112.209
1251,5.74819,-8.11356,2.5,19.0984,-92.1217,23.6996
1252,6.24819,-8.11356,2.5,19.2628,-87.7631,126.374
1253,6.74819,-8.11356,2.5,19.4386,-86.651,-170.153
1254,7.24819,-8.11356,2.5,19.6255,-95.5598,-53.5828
1255,7.74819,-8.11356,2.5,19.8234,-90.3292,158.305
1256,8.24819,-8.11356,2.5,20.0317,-84.4924,-151.43
1257,8.74819,-8.11356,2.5,20.2503,-86.9871,169.798
1258,9.24819,-8.11356,2.5,20.4787,-250.0,0.0
1259,-27.2518,-7.61356,2.5,32.1921,-250.0,0.0
1260,-26.7518,-7.61356,2.5,31.7748,-108.685,100.589
1261,-26.2518,-7.61356,2.5,31.3598,-110.701,-151.075
1262,-25.7518,-7.61356,2.5,30.9474,-250.0,0.0
1263,-25.2518,-7.61356,2.5,30.5376,-105.035,52.1848
1264,-24.7518,-7.61356,2.5,30.1306,-250.0,0.0
1265,-24.2518,-7.61356,2.5,29.7263,-105.354,173.317
1266,-23.7518,-7.61356,2.5,29.3251,-105.186,-150.298
1267,-23.2518,-7.61356,2.5,28.9269,-250.0,0.0
1268,-22.7518,-7.61356,2.5,28.5319,-105.35,-130.201
1269,-22.2518,-7.61356,2.5,28.1402,-105.712,-147.115
1270,-21.7518,-7.61356,2.5,27.752,-250.0,0.0
1271,-21.2518,-7.61356,2.5,27.3675,-107.157,123.605
1272,-20.7518,-7.61356,2.5,26.9867,-108.352,50.657
1273,-20.2518,-7.61356,2.5,26.6099,-250.0,0.0
1274,-19.7518,-7.61356,2.5,26.2372,-112.277,-153.192
1275,-19.2518,-7.61356,2.5,25.8688,-115.611,75.447
1276,-18.7518,-7.61356,2.5,25.5049,-118.066,94.5759
1277,-18.2518,-7.61356,2.5,25.1456,-139.365,119.484
1278,-17.7518,-7.61356,2.5,24.7912,-122.107,52.9159
1279,-17.2518,-7.61356,2.5,24.442,-129.834,-172.174
1280,-16.7518,-7.61356,2.5,24.098,-115.103,10.6475
1281,-16.2518,-7.61356,2.5,23.7596,-113.579,114.487
1282,-15.7518,-7.61356,2.5,23.4269,-112.208,-163.406
1283,-15.2518,-7.61356,2.5,23.1003,-108.758,171.57
1284,-14.7518,-7.61356,2.5,22.78,-105.995,-86.4452
1285,-14.2518,-7.61356,2.5,22.4663,-109.387,-84.4325
1286,-13.7518,-7.61356,2.5,22.1593,-104.292,28.1593
1287,-13.2518,-7.61356,2.5,21.8596,-114.331,63.008
1288,-12.7518,-7.61356,2.5,21.5672,-110.916,-28.571
1289,-12.2518,-7.61356,2.5,21.2826,-109.741,122.84
1290,-11.7518,-7.61356,2.5,21.006,-122.481,78.428
1291,-11.2518,-7.61356,2.5,20.7378,-131.912,-105.956
1292,-10.7518,-7.61356,2.5,20.4783,-141.313,-158.104
1293,-10.2518,-7.61356,2.5,20.2278,-136.506,-44.3539
1294,-9.75181,-7.61356,2.5,19.9867,-97.0892,-155.315
1295,-9.25181,-7.61356,2.5,19.7553,-99.6805,-154.786
1296,-8.75181,-7.61356,2.5,19.5339,-90.4951,-36.6672
1297,-8.25181,-7.61356,2.5,19.323,-90.8188,42.3475
1298,-7.75181,-7.61356,2.5,19.1228,-93.5597,-63.4949
1299,-7.25181,-7.61356,2.5,18.9337,-97.7338,7.23278
1300,-6.75181,-7.61356,2.5,18.7561,-103.07,-134.943
1301,-6.25181,-7.61356,2.5,18.5902,-108.056,-165.729
1302,-5.75181,-7.61356,2.5,18.4363,-111.411,-130.868
1303,-5.25181,-7.61356,2.5,18.2949,-97.9039,-145.537
1304,-4.75181,-7.61356,2.5,18.1661,-92.9855,27.2351
1305,-4.25181,-7.61356,2.5,18.0502,-82.1323,-163.656
1306,-3.75181,-7.61356,2.5,17.9475,-82.7432,-84.6795
1307,-3.25181,-7.61356,2.5,17.8583,-78.8028,-43.5562
1308,-2.75181,-7.61356,2.5,17.7826,-78.6099,-17.9984
1309,-2.25181,-7.61356,2.5,17.7208,-82.7271,-49.7224
1310,-1.75181,-7.61356,2.5,17.6728,-80.5096,-111.774
1311,-1.25181,-7.61356,2.5,17.639,-83.1416,174.23
1312,-0.751808,-7.61356,2.5,17.6192,-82.2279,-5.49976
1313,-0.251808,-7.61356,2.5,17.6136,-83.1934,-175.982
1314,0.248192,-7.61356,2.5,17.6223,-80.0513,-93.9844
1315,0.748192,-7.61356,2.5,17.6451,-81.9262,-13.2573
1316,1.24819,-7.61356,2.5,17.682,-80.4492,20.0444
1317,1.74819,-7.61356,2.5,17.7329,-80.8096,-30.5105
1318,2.24819,-7.61356,2.5,17.7977,-81.0087,-122.653
1319,2.74819,-7.61356,2.5,17.8763,-78.5948,141.06
1320,3.24819,-7.61356,2.5,17.9685,-77.2608,32.2007
1321,3.74819,-7.61356,2.5,18.074,-79.3909,-121.063
1322,4.24819,-7.61356,2.5,18.1927,-77.7494,39.4133
1323,4.74819,-7.61356,2.5,18.3243,-77.5083,-157.852
1324,5.24819,-7.61356,2.5,18.4684,-90.8251,-39.0367
1325,5.74819,-7.61356,2.5,18.6249,-90.1584,35.8391
1326,6.24819,-7.61356,2.5,18.7934,-88.1769,43.0493
1327,6.74819,-7.61356,2.5,18.9735,-87.7877,68.6808
1328,7.24819,-7.61356,2.5,19.165,-85.5938,6.00819
1329,7.74819,-7.61356,2.5,19.3676,-90.8978,36.6429
1330,8.24819,-7.61356,2.5,19.5808,-92.1339,-172.28
1331,8.74819,-7.61356,2.5,19.8043,-85.1309,-31.512
1332,9.24819,-7.61356,2.5,20.0378,-250.0,0.0
1333,-27.2518,-7.11356,2.5,31.9213,-250.0,0.0
1334,-26.7518,-7.11356,2.5,31.5004,-111.817,-63.3991
1335,-26.2518,-7.11356,2.5,31.0818,-106.221,-134.125
1336,-25.7518,-7.11356,2.5,30.6656,-250.0,0.0
1337,-25.2518,-7.11356,2.5,30.252,-105.331,-29.1394
1338,-24.7518,-7.11356,2.5,29.841,-105.306,21.1549
1339,-24.2518,-7.11356,2.5,29.4328,-122.173,-93.3994
1340,-23.7518,-7.11356,2.5,29.0275,-105.488,39.0762
1341,-23.2518,-7.11356,2.5,28.6252,-105.854,21.4443
1342,-22.7518,-7.11356,2.5,28.2259,-250.0,0.0
1343,-22.2518,-7.11356,2.5,27.83,-107.287,-68.4864
1344,-21.7518,-7.11356,2.5,27.4374,-108.465,-141.35
1345,-21.2518,-7.11356,2.5,27.0484,-250.0,0.0
1346,-20.7518,-7.11356,2.5,26.6631,-112.301,15.8193
1347,-20.2518,-7.11356,2.5,26.2816,-115.524,-114.599
1348,-19.7518,-7.11356,2.5,25.9042,-250.0,0.0
1349,-19.2518,-7.11356,2.5,25.531,-116.232,27.1296
1350,-18.7518,-7.11356,2.5,25.1622,-125.498,-87.8862
1351,-18.2518,-7.11356,2.5,24.7979,-122.136,73.2254
1352,-17.7518,-7.11356,2.5,24.4385,-117.272,-155.276
1353,-17.2518,-7.11356,2.5,24.0841,-113.609,-63.1102
1354,-16.7518,-7.11356,2.5,23.735,-112.982,21.5249
1355,-16.2518,-7.11356,2.5,23.3913,-144.473,-154.039
1356,-15.7518,-7.11356,2.5,23.0534,-111.667,126.358
1357,-15.2518,-7.11356,2.5,22.7214,-103.776,143.066
1358,-14.7518,-7.11356,2.5,22.3957,-110.308,-156.558
1359,-14.2518,-7.11356,2.5,22.0764,-101.565,-73.6931
1360,-13.7518,-7.11356,2.5,21.764,-102.521,64.1536
1361,-13.2518,-7.11356,2.5,21.4587,-107.082,27.7593
1362,-12.7518,-7.11356,2.5,21.1608,-108.512,-79.5061
1363,-12.2518,-7.11356,2.5,20.8707,-114.248,74.511
1364,-11.7518,-7.11356,2.5,20.5885,-121.847,55.2355
1365,-11.2518,-7.11356,2.5,20.3148,-130.3,-60.1604
1366,-10.7518,-7.11356,2.5,20.0498,-139.75,31.6976
1367,-10.2518,-7.11356,2.5,19.7939,-139.362,33.6956
1368,-9.75181,-7.11356,2.5,19.5475,-96.4634,-174.823
1369,-9.25181,-7.11356,2.5,19.3108,-98.5993,-133.603
1370,-8.75181,-7.11356,2.5,19.0843,-91.7851,-1.05188
1371,-8.25181,-7.11356,2.5,18.8684,-93.1577,40.6457
1372,-7.75181,-7.11356,2.5,18.6633,-94.6024,-114.237
1373,-7.25181,-7.11356,2.5,18.4695,-97.3697,-94.9399
1374,-6.75181,-7.11356,2.5,18.2873,-101.105,102.453
1375,-6.25181,-7.11356,2.5,18.1171,-114.811,-151.684
1376,-5.75181,-7.11356,2.5,17.9592,-102.553,29.8047
1377,-5.25181,-7.11356,2.5,17.814,-96.421,22.3775
1378,-4.75181,-7.11356,2.5,17.6817,-100.185,105.756
1379,-4.25181,-7.11356,2.5,17.5626,-83.4465,-165.998
1380,-3.75181,-7.11356,2.5,17.4571,-80.9126,18.6504
1381,-3.25181,-7.11356,2.5,17.3653,-82.6103,121.796
1382,-2.75181,-7.11356,2.5,17.2875,-82.8333,-136.898
1383,-2.25181,-7.11356,2.5,17.2239,-79.077,-122.982
1384,-1.75181,-7.11356,2.5,17.1746,-79.1125,-142.334
1385,-1.25181,-7.11356,2.5,17.1397,-82.6796,167.538
1386,-0.751808,-7.11356,2.5,17.1194,-82.9634,10.571
1387,-0.251808,-7.11356,2.5,17.1136,-79.3217,-157.282
1388,0.248192,-7.11356,2.5,17.1225,-78.6002,-80.6937
1389,0.748192,-7.11356,2.5,17.146,-79.0636,-33.8205
1390,1.24819,-7.11356,2.5,17.184,-77.2662,-21.7004
1391,1.74819,-7.11356,2.5,17.2364,-79.218,-83.8824
1392,2.24819,-7.11356,2.5,17.3031,-77.7419,146.88
1393,2.74819,-7.11356,2.5,17.3839,-81.9094,-10.2435
1394,3.24819,-7.11356,2.5,17.4787,-81.4722,121.888
1395,3.74819,-7.11356,2.5,17.5871,-87.1417,-170.809
1396,4.24819,-7.11356,2.5,17.7091,-85.1412,-57.3062
1397,4.74819,-7.11356,2.5,17.8442,-88.6763,-127.449
1398,5.24819,-7.11356,2.5,17.9922,-87.7653,-111.592
1399,5.74819,-7.11356,2.5,18.1528,-90.4394,-124.832
1400,6.24819,-7.11356,2.5,18.3256,-89.4984,-153.262
1401,6.74819,-7.11356,2.5,18.5103,-91.8047,88.019
1402,7.24819,-7.11356,2.5,18.7065,-91.9791,-26.5372
1403,7.74819,-7.11356,2.5,18.914,-97.6953,-49.7268
1404,8.24819,-7.11356,2.5,19.1322,-87.1606,19.2881
1405,8.74819,-7.11356,2.5,19.3609,-87.6711,3.50442
1406,9.24819,-7.11356,2.5,19.5997,-250.0,0.0
1407,-27.2518,-6.61356,2.5,31.656,-250.0,0.0
1408,-26.7518,-6.61356,2.5,31.2315,-109.81,-55.4083
1409,-26.2518,-6.61356,2.5,30.8093,-250.0,0.0
1410,-25.7518,-6.61356,2.5,30.3894,-103.717,170.009
1411,-25.2518,-6.61356,2.5,29.972,-250.0,0.0
